"chr" "start" "end" "sample" "super_pop" "width" "index"
"NA20522" "1" 12345135.9 14444408.1 "NA20522" "EUR_" "0.109999999403954" 592
"NA20521" "1" 12345135.9 14444408.1 "NA20521" "EUR_" "0.109999999403954" 593
"NA20520" "1" 12345135.9 14444408.1 "NA20520" "EUR_" "0.109999999403954" 594
"NA20519" "1" 12345135.9 14444408.1 "NA20519" "EUR_" "0.109999999403954" 595
"NA20518" "1" 12345135.9 14444408.1 "NA20518" "EUR_" "0.109999999403954" 596
"NA20517" "1" 12345135.9 14444408.1 "NA20517" "EUR_" "0.109999999403954" 597
"NA20516" "1" 12345135.9 14444408.1 "NA20516" "EUR_" "0.109999999403954" 598
"NA20515" "1" 12345135.9 14444408.1 "NA20515" "EUR_" "0.109999999403954" 599
"NA20514" "1" 12345135.9 14444408.1 "NA20514" "EUR_" "0.109999999403954" 600
"NA20513" "1" 12345135.9 14444408.1 "NA20513" "EUR_" "0.109999999403954" 601
"NA20512" "1" 12345135.9 14444408.1 "NA20512" "EUR_" "0.109999999403954" 602
"NA20511" "1" 12345135.9 14444408.1 "NA20511" "EUR_" "0.109999999403954" 603
"NA20510" "1" 12345135.9 14444408.1 "NA20510" "EUR_" "0.109999999403954" 604
"NA20509" "1" 12345135.9 14444408.1 "NA20509" "EUR_" "0.109999999403954" 605
"NA20508" "1" 12345135.9 14444408.1 "NA20508" "EUR_" "0.109999999403954" 606
"NA20507" "1" 12345135.9 14444408.1 "NA20507" "EUR_" "0.109999999403954" 607
"NA20506" "1" 12345135.9 14444408.1 "NA20506" "EUR_" "0.109999999403954" 608
"NA20505" "1" 12345135.9 14444408.1 "NA20505" "EUR_" "0.109999999403954" 609
"NA20504" "1" 12345135.9 14444408.1 "NA20504" "EUR_" "0.109999999403954" 610
"NA20503" "1" 12345135.9 14444408.1 "NA20503" "EUR_" "0.109999999403954" 611
"NA20502" "1" 12345135.9 14444408.1 "NA20502" "EUR_" "0.109999999403954" 612
"NA12890" "1" 12345135.9 14444408.1 "NA12890" "EUR_" "0.109999999403954" 613
"NA12889" "1" 12345135.9 14444408.1 "NA12889" "EUR_" "0.109999999403954" 614
"NA12878" "1" 12345135.9 14444408.1 "NA12878" "EUR_" "0.109999999403954" 615
"NA12874" "1" 12345135.9 14444408.1 "NA12874" "EUR_" "0.109999999403954" 616
"NA12873" "1" 12345135.9 14444408.1 "NA12873" "EUR_" "0.109999999403954" 617
"NA12872" "1" 12345135.9 14444408.1 "NA12872" "EUR_" "0.109999999403954" 618
"NA12843" "1" 12345135.9 14444408.1 "NA12843" "EUR_" "0.109999999403954" 619
"NA12842" "1" 12345135.9 14444408.1 "NA12842" "EUR_" "0.109999999403954" 620
"NA12829" "1" 12345135.9 14444408.1 "NA12829" "EUR_" "0.109999999403954" 621
"NA12828" "1" 12345135.9 14444408.1 "NA12828" "EUR_" "0.109999999403954" 622
"NA12827" "1" 12345135.9 14444408.1 "NA12827" "EUR_" "0.109999999403954" 623
"NA12815" "1" 12345135.9 14444408.1 "NA12815" "EUR_" "0.109999999403954" 624
"NA12814" "1" 12345135.9 14444408.1 "NA12814" "EUR_" "0.109999999403954" 625
"NA12813" "1" 12345135.9 14444408.1 "NA12813" "EUR_" "0.109999999403954" 626
"NA12812" "1" 12345135.9 14444408.1 "NA12812" "EUR_" "0.109999999403954" 627
"NA12778" "1" 12345135.9 14444408.1 "NA12778" "EUR_" "0.109999999403954" 628
"NA12777" "1" 12345135.9 14444408.1 "NA12777" "EUR_" "0.109999999403954" 629
"NA12776" "1" 12345135.9 14444408.1 "NA12776" "EUR_" "0.109999999403954" 630
"NA12775" "1" 12345135.9 14444408.1 "NA12775" "EUR_" "0.109999999403954" 631
"NA12763" "1" 12345135.9 14444408.1 "NA12763" "EUR_" "0.109999999403954" 632
"NA12762" "1" 12345135.9 14444408.1 "NA12762" "EUR_" "0.109999999403954" 633
"NA12761" "1" 12345135.9 14444408.1 "NA12761" "EUR_" "0.109999999403954" 634
"NA12751" "1" 12345135.9 14444408.1 "NA12751" "EUR_" "0.109999999403954" 635
"NA12750" "1" 12345135.9 14444408.1 "NA12750" "EUR_" "0.109999999403954" 636
"NA12749" "1" 12345135.9 14444408.1 "NA12749" "EUR_" "0.109999999403954" 637
"NA12748" "1" 12345135.9 14444408.1 "NA12748" "EUR_" "0.109999999403954" 638
"NA12718" "1" 12345135.9 14444408.1 "NA12718" "EUR_" "0.109999999403954" 639
"NA12717" "1" 12345135.9 14444408.1 "NA12717" "EUR_" "0.109999999403954" 640
"NA12716" "1" 12345135.9 14444408.1 "NA12716" "EUR_" "0.109999999403954" 641
"NA12546" "1" 12345135.9 14444408.1 "NA12546" "EUR_" "0.109999999403954" 642
"NA12489" "1" 12345135.9 14444408.1 "NA12489" "EUR_" "0.109999999403954" 643
"NA12414" "1" 12345135.9 14444408.1 "NA12414" "EUR_" "0.109999999403954" 644
"NA12400" "1" 12345135.9 14444408.1 "NA12400" "EUR_" "0.109999999403954" 645
"NA12399" "1" 12345135.9 14444408.1 "NA12399" "EUR_" "0.109999999403954" 646
"NA12383" "1" 12345135.9 14444408.1 "NA12383" "EUR_" "0.109999999403954" 647
"NA12348" "1" 12345135.9 14444408.1 "NA12348" "EUR_" "0.109999999403954" 648
"NA12347" "1" 12345135.9 14444408.1 "NA12347" "EUR_" "0.109999999403954" 649
"NA12342" "1" 12345135.9 14444408.1 "NA12342" "EUR_" "0.109999999403954" 650
"NA12341" "1" 12345135.9 14444408.1 "NA12341" "EUR_" "0.109999999403954" 651
"NA12340" "1" 12345135.9 14444408.1 "NA12340" "EUR_" "0.109999999403954" 652
"NA12287" "1" 12345135.9 14444408.1 "NA12287" "EUR_" "0.109999999403954" 653
"NA12286" "1" 12345135.9 14444408.1 "NA12286" "EUR_" "0.109999999403954" 654
"NA12283" "1" 12345135.9 14444408.1 "NA12283" "EUR_" "0.109999999403954" 655
"NA12282" "1" 12345135.9 14444408.1 "NA12282" "EUR_" "0.109999999403954" 656
"NA12275" "1" 12345135.9 14444408.1 "NA12275" "EUR_" "0.109999999403954" 657
"NA12273" "1" 12345135.9 14444408.1 "NA12273" "EUR_" "0.109999999403954" 658
"NA12272" "1" 12345135.9 14444408.1 "NA12272" "EUR_" "0.109999999403954" 659
"NA12249" "1" 12345135.9 14444408.1 "NA12249" "EUR_" "0.109999999403954" 660
"NA12234" "1" 12345135.9 14444408.1 "NA12234" "EUR_" "0.109999999403954" 661
"NA12156" "1" 12345135.9 14444408.1 "NA12156" "EUR_" "0.109999999403954" 662
"NA12155" "1" 12345135.9 14444408.1 "NA12155" "EUR_" "0.109999999403954" 663
"NA12154" "1" 12345135.9 14444408.1 "NA12154" "EUR_" "0.109999999403954" 664
"NA12144" "1" 12345135.9 14444408.1 "NA12144" "EUR_" "0.109999999403954" 665
"NA12058" "1" 12345135.9 14444408.1 "NA12058" "EUR_" "0.109999999403954" 666
"NA12046" "1" 12345135.9 14444408.1 "NA12046" "EUR_" "0.109999999403954" 667
"NA12045" "1" 12345135.9 14444408.1 "NA12045" "EUR_" "0.109999999403954" 668
"NA12044" "1" 12345135.9 14444408.1 "NA12044" "EUR_" "0.109999999403954" 669
"NA12043" "1" 12345135.9 14444408.1 "NA12043" "EUR_" "0.109999999403954" 670
"NA12006" "1" 12345135.9 14444408.1 "NA12006" "EUR_" "0.109999999403954" 671
"NA12005" "1" 12345135.9 14444408.1 "NA12005" "EUR_" "0.109999999403954" 672
"NA12004" "1" 12345135.9 14444408.1 "NA12004" "EUR_" "0.109999999403954" 673
"NA12003" "1" 12345135.9 14444408.1 "NA12003" "EUR_" "0.109999999403954" 674
"NA11995" "1" 12345135.9 14444408.1 "NA11995" "EUR_" "0.109999999403954" 675
"NA11994" "1" 12345135.9 14444408.1 "NA11994" "EUR_" "0.109999999403954" 676
"NA11992" "1" 12345135.9 14444408.1 "NA11992" "EUR_" "0.109999999403954" 677
"NA11933" "1" 12345135.9 14444408.1 "NA11933" "EUR_" "0.109999999403954" 678
"NA11932" "1" 12345135.9 14444408.1 "NA11932" "EUR_" "0.109999999403954" 679
"NA11931" "1" 12345135.9 14444408.1 "NA11931" "EUR_" "0.109999999403954" 680
"NA11930" "1" 12345135.9 14444408.1 "NA11930" "EUR_" "0.109999999403954" 681
"NA11920" "1" 12345135.9 14444408.1 "NA11920" "EUR_" "0.109999999403954" 682
"NA11919" "1" 12345135.9 14444408.1 "NA11919" "EUR_" "0.109999999403954" 683
"NA11918" "1" 12345135.9 14444408.1 "NA11918" "EUR_" "0.109999999403954" 684
"NA11894" "1" 12345135.9 14444408.1 "NA11894" "EUR_" "0.109999999403954" 685
"NA11893" "1" 12345135.9 14444408.1 "NA11893" "EUR_" "0.109999999403954" 686
"NA11892" "1" 12345135.9 14444408.1 "NA11892" "EUR_" "0.109999999403954" 687
"NA11881" "1" 12345135.9 14444408.1 "NA11881" "EUR_" "0.109999999403954" 688
"NA11843" "1" 12345135.9 14444408.1 "NA11843" "EUR_" "0.109999999403954" 689
"NA11840" "1" 12345135.9 14444408.1 "NA11840" "EUR_" "0.109999999403954" 690
"NA11832" "1" 12345135.9 14444408.1 "NA11832" "EUR_" "0.109999999403954" 691
"NA11831" "1" 12345135.9 14444408.1 "NA11831" "EUR_" "0.109999999403954" 692
"NA11830" "1" 12345135.9 14444408.1 "NA11830" "EUR_" "0.109999999403954" 693
"NA11829" "1" 12345135.9 14444408.1 "NA11829" "EUR_" "0.109999999403954" 694
"NA10847" "1" 12345135.9 14444408.1 "NA10847" "EUR_" "0.109999999403954" 695
"NA07357" "1" 12345135.9 14444408.1 "NA07357" "EUR_" "0.109999999403954" 696
"NA07347" "1" 12345135.9 14444408.1 "NA07347" "EUR_" "0.109999999403954" 697
"NA07056" "1" 12345135.9 14444408.1 "NA07056" "EUR_" "0.109999999403954" 698
"NA07051" "1" 12345135.9 14444408.1 "NA07051" "EUR_" "0.109999999403954" 699
"NA07048" "1" 12345135.9 14444408.1 "NA07048" "EUR_" "0.109999999403954" 700
"NA07037" "1" 12345135.9 14444408.1 "NA07037" "EUR_" "0.109999999403954" 701
"NA07000" "1" 12345135.9 14444408.1 "NA07000" "EUR_" "0.109999999403954" 702
"NA06994" "1" 12345135.9 14444408.1 "NA06994" "EUR_" "0.109999999403954" 703
"NA06989" "1" 12345135.9 14444408.1 "NA06989" "EUR_" "0.109999999403954" 704
"NA06986" "1" 12345135.9 14444408.1 "NA06986" "EUR_" "0.109999999403954" 705
"NA06985" "1" 12345135.9 14444408.1 "NA06985" "EUR_" "0.109999999403954" 706
"NA06984" "1" 12345135.9 14444408.1 "NA06984" "EUR_" "0.109999999403954" 707
"HG02239" "1" 12345135.9 14444408.1 "HG02239" "EUR_" "0.109999999403954" 708
"HG02238" "1" 12345135.9 14444408.1 "HG02238" "EUR_" "0.109999999403954" 709
"HG02236" "1" 12345135.9 14444408.1 "HG02236" "EUR_" "0.109999999403954" 710
"HG02235" "1" 12345135.9 14444408.1 "HG02235" "EUR_" "0.109999999403954" 711
"HG02233" "1" 12345135.9 14444408.1 "HG02233" "EUR_" "0.109999999403954" 712
"HG02232" "1" 12345135.9 14444408.1 "HG02232" "EUR_" "0.109999999403954" 713
"HG02231" "1" 12345135.9 14444408.1 "HG02231" "EUR_" "0.109999999403954" 714
"HG02230" "1" 12345135.9 14444408.1 "HG02230" "EUR_" "0.109999999403954" 715
"HG02224" "1" 12345135.9 14444408.1 "HG02224" "EUR_" "0.109999999403954" 716
"HG02221" "1" 12345135.9 14444408.1 "HG02221" "EUR_" "0.109999999403954" 717
"HG02220" "1" 12345135.9 14444408.1 "HG02220" "EUR_" "0.109999999403954" 718
"HG02219" "1" 12345135.9 14444408.1 "HG02219" "EUR_" "0.109999999403954" 719
"HG01791" "1" 12345135.9 14444408.1 "HG01791" "EUR_" "0.109999999403954" 720
"HG01790" "1" 12345135.9 14444408.1 "HG01790" "EUR_" "0.109999999403954" 721
"HG01789" "1" 12345135.9 14444408.1 "HG01789" "EUR_" "0.109999999403954" 722
"HG01786" "1" 12345135.9 14444408.1 "HG01786" "EUR_" "0.109999999403954" 723
"HG01785" "1" 12345135.9 14444408.1 "HG01785" "EUR_" "0.109999999403954" 724
"HG01784" "1" 12345135.9 14444408.1 "HG01784" "EUR_" "0.109999999403954" 725
"HG01781" "1" 12345135.9 14444408.1 "HG01781" "EUR_" "0.109999999403954" 726
"HG01779" "1" 12345135.9 14444408.1 "HG01779" "EUR_" "0.109999999403954" 727
"HG01777" "1" 12345135.9 14444408.1 "HG01777" "EUR_" "0.109999999403954" 728
"HG01776" "1" 12345135.9 14444408.1 "HG01776" "EUR_" "0.109999999403954" 729
"HG01775" "1" 12345135.9 14444408.1 "HG01775" "EUR_" "0.109999999403954" 730
"HG01773" "1" 12345135.9 14444408.1 "HG01773" "EUR_" "0.109999999403954" 731
"HG01771" "1" 12345135.9 14444408.1 "HG01771" "EUR_" "0.109999999403954" 732
"HG01770" "1" 12345135.9 14444408.1 "HG01770" "EUR_" "0.109999999403954" 733
"HG01768" "1" 12345135.9 14444408.1 "HG01768" "EUR_" "0.109999999403954" 734
"HG01767" "1" 12345135.9 14444408.1 "HG01767" "EUR_" "0.109999999403954" 735
"HG01766" "1" 12345135.9 14444408.1 "HG01766" "EUR_" "0.109999999403954" 736
"HG01765" "1" 12345135.9 14444408.1 "HG01765" "EUR_" "0.109999999403954" 737
"HG01762" "1" 12345135.9 14444408.1 "HG01762" "EUR_" "0.109999999403954" 738
"HG01761" "1" 12345135.9 14444408.1 "HG01761" "EUR_" "0.109999999403954" 739
"HG01757" "1" 12345135.9 14444408.1 "HG01757" "EUR_" "0.109999999403954" 740
"HG01756" "1" 12345135.9 14444408.1 "HG01756" "EUR_" "0.109999999403954" 741
"HG01747" "1" 12345135.9 14444408.1 "HG01747" "EUR_" "0.109999999403954" 742
"HG01746" "1" 12345135.9 14444408.1 "HG01746" "EUR_" "0.109999999403954" 743
"HG01710" "1" 12345135.9 14444408.1 "HG01710" "EUR_" "0.109999999403954" 744
"HG01709" "1" 12345135.9 14444408.1 "HG01709" "EUR_" "0.109999999403954" 745
"HG01708" "1" 12345135.9 14444408.1 "HG01708" "EUR_" "0.109999999403954" 746
"HG01707" "1" 12345135.9 14444408.1 "HG01707" "EUR_" "0.109999999403954" 747
"HG01705" "1" 12345135.9 14444408.1 "HG01705" "EUR_" "0.109999999403954" 748
"HG01704" "1" 12345135.9 14444408.1 "HG01704" "EUR_" "0.109999999403954" 749
"HG01702" "1" 12345135.9 14444408.1 "HG01702" "EUR_" "0.109999999403954" 750
"HG01700" "1" 12345135.9 14444408.1 "HG01700" "EUR_" "0.109999999403954" 751
"HG01699" "1" 12345135.9 14444408.1 "HG01699" "EUR_" "0.109999999403954" 752
"HG01697" "1" 12345135.9 14444408.1 "HG01697" "EUR_" "0.109999999403954" 753
"HG01695" "1" 12345135.9 14444408.1 "HG01695" "EUR_" "0.109999999403954" 754
"HG01694" "1" 12345135.9 14444408.1 "HG01694" "EUR_" "0.109999999403954" 755
"HG01686" "1" 12345135.9 14444408.1 "HG01686" "EUR_" "0.109999999403954" 756
"HG01685" "1" 12345135.9 14444408.1 "HG01685" "EUR_" "0.109999999403954" 757
"HG01684" "1" 12345135.9 14444408.1 "HG01684" "EUR_" "0.109999999403954" 758
"HG01682" "1" 12345135.9 14444408.1 "HG01682" "EUR_" "0.109999999403954" 759
"HG01680" "1" 12345135.9 14444408.1 "HG01680" "EUR_" "0.109999999403954" 760
"HG01679" "1" 12345135.9 14444408.1 "HG01679" "EUR_" "0.109999999403954" 761
"HG01678" "1" 12345135.9 14444408.1 "HG01678" "EUR_" "0.109999999403954" 762
"HG01676" "1" 12345135.9 14444408.1 "HG01676" "EUR_" "0.109999999403954" 763
"HG01675" "1" 12345135.9 14444408.1 "HG01675" "EUR_" "0.109999999403954" 764
"HG01673" "1" 12345135.9 14444408.1 "HG01673" "EUR_" "0.109999999403954" 765
"HG01672" "1" 12345135.9 14444408.1 "HG01672" "EUR_" "0.109999999403954" 766
"HG01670" "1" 12345135.9 14444408.1 "HG01670" "EUR_" "0.109999999403954" 767
"HG01669" "1" 12345135.9 14444408.1 "HG01669" "EUR_" "0.109999999403954" 768
"HG01668" "1" 12345135.9 14444408.1 "HG01668" "EUR_" "0.109999999403954" 769
"HG01632" "1" 12345135.9 14444408.1 "HG01632" "EUR_" "0.109999999403954" 770
"HG01631" "1" 12345135.9 14444408.1 "HG01631" "EUR_" "0.109999999403954" 771
"HG01630" "1" 12345135.9 14444408.1 "HG01630" "EUR_" "0.109999999403954" 772
"HG01626" "1" 12345135.9 14444408.1 "HG01626" "EUR_" "0.109999999403954" 773
"HG01625" "1" 12345135.9 14444408.1 "HG01625" "EUR_" "0.109999999403954" 774
"HG01624" "1" 12345135.9 14444408.1 "HG01624" "EUR_" "0.109999999403954" 775
"HG01623" "1" 12345135.9 14444408.1 "HG01623" "EUR_" "0.109999999403954" 776
"HG01620" "1" 12345135.9 14444408.1 "HG01620" "EUR_" "0.109999999403954" 777
"HG01619" "1" 12345135.9 14444408.1 "HG01619" "EUR_" "0.109999999403954" 778
"HG01618" "1" 12345135.9 14444408.1 "HG01618" "EUR_" "0.109999999403954" 779
"HG01617" "1" 12345135.9 14444408.1 "HG01617" "EUR_" "0.109999999403954" 780
"HG01615" "1" 12345135.9 14444408.1 "HG01615" "EUR_" "0.109999999403954" 781
"HG01613" "1" 12345135.9 14444408.1 "HG01613" "EUR_" "0.109999999403954" 782
"HG01612" "1" 12345135.9 14444408.1 "HG01612" "EUR_" "0.109999999403954" 783
"HG01610" "1" 12345135.9 14444408.1 "HG01610" "EUR_" "0.109999999403954" 784
"HG01608" "1" 12345135.9 14444408.1 "HG01608" "EUR_" "0.109999999403954" 785
"HG01607" "1" 12345135.9 14444408.1 "HG01607" "EUR_" "0.109999999403954" 786
"HG01606" "1" 12345135.9 14444408.1 "HG01606" "EUR_" "0.109999999403954" 787
"HG01605" "1" 12345135.9 14444408.1 "HG01605" "EUR_" "0.109999999403954" 788
"HG01603" "1" 12345135.9 14444408.1 "HG01603" "EUR_" "0.109999999403954" 789
"HG01602" "1" 12345135.9 14444408.1 "HG01602" "EUR_" "0.109999999403954" 790
"HG01536" "1" 12345135.9 14444408.1 "HG01536" "EUR_" "0.109999999403954" 791
"HG01531" "1" 12345135.9 14444408.1 "HG01531" "EUR_" "0.109999999403954" 792
"HG01530" "1" 12345135.9 14444408.1 "HG01530" "EUR_" "0.109999999403954" 793
"HG01528" "1" 12345135.9 14444408.1 "HG01528" "EUR_" "0.109999999403954" 794
"HG01527" "1" 12345135.9 14444408.1 "HG01527" "EUR_" "0.109999999403954" 795
"HG01525" "1" 12345135.9 14444408.1 "HG01525" "EUR_" "0.109999999403954" 796
"HG01524" "1" 12345135.9 14444408.1 "HG01524" "EUR_" "0.109999999403954" 797
"HG01522" "1" 12345135.9 14444408.1 "HG01522" "EUR_" "0.109999999403954" 798
"HG01521" "1" 12345135.9 14444408.1 "HG01521" "EUR_" "0.109999999403954" 799
"HG01519" "1" 12345135.9 14444408.1 "HG01519" "EUR_" "0.109999999403954" 800
"HG01518" "1" 12345135.9 14444408.1 "HG01518" "EUR_" "0.109999999403954" 801
"HG01516" "1" 12345135.9 14444408.1 "HG01516" "EUR_" "0.109999999403954" 802
"HG01515" "1" 12345135.9 14444408.1 "HG01515" "EUR_" "0.109999999403954" 803
"HG01513" "1" 12345135.9 14444408.1 "HG01513" "EUR_" "0.109999999403954" 804
"HG01512" "1" 12345135.9 14444408.1 "HG01512" "EUR_" "0.109999999403954" 805
"HG01510" "1" 12345135.9 14444408.1 "HG01510" "EUR_" "0.109999999403954" 806
"HG01507" "1" 12345135.9 14444408.1 "HG01507" "EUR_" "0.109999999403954" 807
"HG01506" "1" 12345135.9 14444408.1 "HG01506" "EUR_" "0.109999999403954" 808
"HG01504" "1" 12345135.9 14444408.1 "HG01504" "EUR_" "0.109999999403954" 809
"HG01503" "1" 12345135.9 14444408.1 "HG01503" "EUR_" "0.109999999403954" 810
"HG01501" "1" 12345135.9 14444408.1 "HG01501" "EUR_" "0.109999999403954" 811
"HG01500" "1" 12345135.9 14444408.1 "HG01500" "EUR_" "0.109999999403954" 812
"HG01334" "1" 12345135.9 14444408.1 "HG01334" "EUR_" "0.109999999403954" 813
"HG00384" "1" 12345135.9 14444408.1 "HG00384" "EUR_" "0.109999999403954" 814
"HG00383" "1" 12345135.9 14444408.1 "HG00383" "EUR_" "0.109999999403954" 815
"HG00382" "1" 12345135.9 14444408.1 "HG00382" "EUR_" "0.109999999403954" 816
"HG00381" "1" 12345135.9 14444408.1 "HG00381" "EUR_" "0.109999999403954" 817
"HG00380" "1" 12345135.9 14444408.1 "HG00380" "EUR_" "0.109999999403954" 818
"HG00379" "1" 12345135.9 14444408.1 "HG00379" "EUR_" "0.109999999403954" 819
"HG00378" "1" 12345135.9 14444408.1 "HG00378" "EUR_" "0.109999999403954" 820
"HG00376" "1" 12345135.9 14444408.1 "HG00376" "EUR_" "0.109999999403954" 821
"HG00375" "1" 12345135.9 14444408.1 "HG00375" "EUR_" "0.109999999403954" 822
"HG00372" "1" 12345135.9 14444408.1 "HG00372" "EUR_" "0.109999999403954" 823
"HG00371" "1" 12345135.9 14444408.1 "HG00371" "EUR_" "0.109999999403954" 824
"HG00369" "1" 12345135.9 14444408.1 "HG00369" "EUR_" "0.109999999403954" 825
"HG00368" "1" 12345135.9 14444408.1 "HG00368" "EUR_" "0.109999999403954" 826
"HG00367" "1" 12345135.9 14444408.1 "HG00367" "EUR_" "0.109999999403954" 827
"HG00366" "1" 12345135.9 14444408.1 "HG00366" "EUR_" "0.109999999403954" 828
"HG00365" "1" 12345135.9 14444408.1 "HG00365" "EUR_" "0.109999999403954" 829
"HG00364" "1" 12345135.9 14444408.1 "HG00364" "EUR_" "0.109999999403954" 830
"HG00362" "1" 12345135.9 14444408.1 "HG00362" "EUR_" "0.109999999403954" 831
"HG00361" "1" 12345135.9 14444408.1 "HG00361" "EUR_" "0.109999999403954" 832
"HG00358" "1" 12345135.9 14444408.1 "HG00358" "EUR_" "0.109999999403954" 833
"HG00357" "1" 12345135.9 14444408.1 "HG00357" "EUR_" "0.109999999403954" 834
"HG00356" "1" 12345135.9 14444408.1 "HG00356" "EUR_" "0.109999999403954" 835
"HG00355" "1" 12345135.9 14444408.1 "HG00355" "EUR_" "0.109999999403954" 836
"HG00353" "1" 12345135.9 14444408.1 "HG00353" "EUR_" "0.109999999403954" 837
"HG00351" "1" 12345135.9 14444408.1 "HG00351" "EUR_" "0.109999999403954" 838
"HG00350" "1" 12345135.9 14444408.1 "HG00350" "EUR_" "0.109999999403954" 839
"HG00349" "1" 12345135.9 14444408.1 "HG00349" "EUR_" "0.109999999403954" 840
"HG00346" "1" 12345135.9 14444408.1 "HG00346" "EUR_" "0.109999999403954" 841
"HG00345" "1" 12345135.9 14444408.1 "HG00345" "EUR_" "0.109999999403954" 842
"HG00344" "1" 12345135.9 14444408.1 "HG00344" "EUR_" "0.109999999403954" 843
"HG00343" "1" 12345135.9 14444408.1 "HG00343" "EUR_" "0.109999999403954" 844
"HG00342" "1" 12345135.9 14444408.1 "HG00342" "EUR_" "0.109999999403954" 845
"HG00341" "1" 12345135.9 14444408.1 "HG00341" "EUR_" "0.109999999403954" 846
"HG00339" "1" 12345135.9 14444408.1 "HG00339" "EUR_" "0.109999999403954" 847
"HG00338" "1" 12345135.9 14444408.1 "HG00338" "EUR_" "0.109999999403954" 848
"HG00337" "1" 12345135.9 14444408.1 "HG00337" "EUR_" "0.109999999403954" 849
"HG00336" "1" 12345135.9 14444408.1 "HG00336" "EUR_" "0.109999999403954" 850
"HG00335" "1" 12345135.9 14444408.1 "HG00335" "EUR_" "0.109999999403954" 851
"HG00334" "1" 12345135.9 14444408.1 "HG00334" "EUR_" "0.109999999403954" 852
"HG00332" "1" 12345135.9 14444408.1 "HG00332" "EUR_" "0.109999999403954" 853
"HG00331" "1" 12345135.9 14444408.1 "HG00331" "EUR_" "0.109999999403954" 854
"HG00330" "1" 12345135.9 14444408.1 "HG00330" "EUR_" "0.109999999403954" 855
"HG00329" "1" 12345135.9 14444408.1 "HG00329" "EUR_" "0.109999999403954" 856
"HG00328" "1" 12345135.9 14444408.1 "HG00328" "EUR_" "0.109999999403954" 857
"HG00327" "1" 12345135.9 14444408.1 "HG00327" "EUR_" "0.109999999403954" 858
"HG00326" "1" 12345135.9 14444408.1 "HG00326" "EUR_" "0.109999999403954" 859
"HG00325" "1" 12345135.9 14444408.1 "HG00325" "EUR_" "0.109999999403954" 860
"HG00324" "1" 12345135.9 14444408.1 "HG00324" "EUR_" "0.109999999403954" 861
"HG00323" "1" 12345135.9 14444408.1 "HG00323" "EUR_" "0.109999999403954" 862
"HG00321" "1" 12345135.9 14444408.1 "HG00321" "EUR_" "0.109999999403954" 863
"HG00320" "1" 12345135.9 14444408.1 "HG00320" "EUR_" "0.109999999403954" 864
"HG00319" "1" 12345135.9 14444408.1 "HG00319" "EUR_" "0.109999999403954" 865
"HG00318" "1" 12345135.9 14444408.1 "HG00318" "EUR_" "0.109999999403954" 866
"HG00315" "1" 12345135.9 14444408.1 "HG00315" "EUR_" "0.109999999403954" 867
"HG00313" "1" 12345135.9 14444408.1 "HG00313" "EUR_" "0.109999999403954" 868
"HG00311" "1" 12345135.9 14444408.1 "HG00311" "EUR_" "0.109999999403954" 869
"HG00310" "1" 12345135.9 14444408.1 "HG00310" "EUR_" "0.109999999403954" 870
"HG00309" "1" 12345135.9 14444408.1 "HG00309" "EUR_" "0.109999999403954" 871
"HG00308" "1" 12345135.9 14444408.1 "HG00308" "EUR_" "0.109999999403954" 872
"HG00306" "1" 12345135.9 14444408.1 "HG00306" "EUR_" "0.109999999403954" 873
"HG00304" "1" 12345135.9 14444408.1 "HG00304" "EUR_" "0.109999999403954" 874
"HG00290" "1" 12345135.9 14444408.1 "HG00290" "EUR_" "0.109999999403954" 875
"HG00288" "1" 12345135.9 14444408.1 "HG00288" "EUR_" "0.109999999403954" 876
"HG00285" "1" 12345135.9 14444408.1 "HG00285" "EUR_" "0.109999999403954" 877
"HG00284" "1" 12345135.9 14444408.1 "HG00284" "EUR_" "0.109999999403954" 878
"HG00281" "1" 12345135.9 14444408.1 "HG00281" "EUR_" "0.109999999403954" 879
"HG00280" "1" 12345135.9 14444408.1 "HG00280" "EUR_" "0.109999999403954" 880
"HG00278" "1" 12345135.9 14444408.1 "HG00278" "EUR_" "0.109999999403954" 881
"HG00277" "1" 12345135.9 14444408.1 "HG00277" "EUR_" "0.109999999403954" 882
"HG00276" "1" 12345135.9 14444408.1 "HG00276" "EUR_" "0.109999999403954" 883
"HG00275" "1" 12345135.9 14444408.1 "HG00275" "EUR_" "0.109999999403954" 884
"HG00274" "1" 12345135.9 14444408.1 "HG00274" "EUR_" "0.109999999403954" 885
"HG00273" "1" 12345135.9 14444408.1 "HG00273" "EUR_" "0.109999999403954" 886
"HG00272" "1" 12345135.9 14444408.1 "HG00272" "EUR_" "0.109999999403954" 887
"HG00271" "1" 12345135.9 14444408.1 "HG00271" "EUR_" "0.109999999403954" 888
"HG00269" "1" 12345135.9 14444408.1 "HG00269" "EUR_" "0.109999999403954" 889
"HG00268" "1" 12345135.9 14444408.1 "HG00268" "EUR_" "0.109999999403954" 890
"HG00267" "1" 12345135.9 14444408.1 "HG00267" "EUR_" "0.109999999403954" 891
"HG00266" "1" 12345135.9 14444408.1 "HG00266" "EUR_" "0.109999999403954" 892
"HG00265" "1" 12345135.9 14444408.1 "HG00265" "EUR_" "0.109999999403954" 893
"HG00264" "1" 12345135.9 14444408.1 "HG00264" "EUR_" "0.109999999403954" 894
